Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
;83074;La Martre;22;0;0;35;6;16;9;22;6;0;0;5;7;128
;83075;Les Mayons;93;2;0;87;33;60;50;47;17;0;2;11;17;420
;83076;Mazaugues;83;3;0;147;31;95;46;61;18;2;1;13;15;514
;83077;Méounes-lès-Montrieux;258;2;4;419;97;274;133;166;34;5;1;28;47;1469
;83078;Moissac-Bellevue;51;2;0;58;20;30;22;18;6;0;0;3;13;224
;83079;La Môle;203;3;2;254;81;136;86;94;25;6;1;9;32;933
;83080;Mons;130;4;1;148;47;105;80;71;25;3;1;35;33;684
;83081;Montauroux;940;14;21;1318;359;678;452;394;93;34;4;60;192;4559
;83082;Montferrat;80;0;1;112;27;105;33;56;16;0;0;21;28;479
;83083;Montfort-sur-Argens;158;6;0;204;70;149;81;104;23;2;0;17;36;850
;83084;Montmeyan;49;1;0;75;22;76;34;61;22;0;1;18;23;382
;83085;La Motte;476;5;8;540;154;334;200;167;43;8;1;44;104;2084
;83086;Le Muy;1117;22;9;1603;422;1078;568;703;185;15;0;145;191;6058
;83087;Nans-les-Pins;632;12;3;1003;166;547;219;251;52;16;0;52;90;3044
;83088;Néoules;342;6;3;532;112;332;151;190;66;8;1;24;62;1829
;83089;Ollières;88;2;1;107;18;74;26;48;11;1;0;7;20;404
;83090;Ollioules;2720;26;22;2325;781;1420;919;717;189;41;5;103;252;9521
;83091;Pierrefeu-du-Var;829;10;4;1099;253;697;330;389;90;14;0;56;133;3902
;83092;Pignans;422;10;2;728;154;509;214;336;76;9;1;63;100;2624
;83093;Plan-d'Aups-Sainte-Baume;226;5;0;407;79;256;94;125;42;4;0;28;35;1300
;83094;Le Plan-de-la-Tour;539;5;2;536;184;315;256;180;41;9;1;33;114;2215
;83095;Pontevès;73;0;1;135;36;95;47;63;28;0;0;27;29;535
;83096;Pourcieux;155;5;1;312;60;217;73;106;24;3;0;18;25;1000
;83097;Pourrières;653;16;2;1159;258;680;266;339;88;13;1;79;93;3646
;83098;Le Pradet;2183;22;15;1563;783;1060;801;562;136;28;1;102;246;7502
;83099;Puget-sur-Argens;1847;7;17;1916;441;856;472;469;103;24;1;59;157;6369
;83100;Puget-Ville;537;8;0;749;169;520;230;254;68;6;1;49;86;2677
;83101;Ramatuelle;579;2;6;423;202;206;228;144;35;7;3;28;138;2001
;83102;Régusse;336;5;2;431;90;294;166;160;50;1;0;37;69;1642
;83103;Le Revest-les-Eaux;691;14;2;623;232;414;254;204;59;7;0;38;57;2594
;83104;Rians;461;14;3;798;139;621;262;332;89;6;1;65;99;2892
;83105;Riboux;6;0;0;2;1;6;0;0;1;0;0;1;4;20
;83106;Rocbaron;616;12;4;1047;201;659;257;339;86;16;1;41;83;3363
;83107;Roquebrune-sur-Argens;3078;40;33;3473;1047;1722;1146;872;211;45;5;142;474;12287
;83108;La Roquebrussanne;320;5;5;427;119;284;135;181;44;4;0;35;75;1635
;83109;La Roque-Esclapon;25;0;0;39;9;27;10;20;9;0;0;7;9;157
;83110;Rougiers;168;7;1;298;46;189;83;109;29;1;0;14;45;989
;83111;Sainte-Anastasie-sur-Issole;272;6;3;368;80;266;138;147;30;4;0;21;55;1391
;83112;Saint-Cyr-sur-Mer;2462;25;22;2533;740;1448;775;621;125;34;1;80;265;9131
;83113;Saint-Julien;222;6;1;417;54;298;128;206;72;8;1;61;64;1538
;83114;Saint-Martin-de-Pallières;18;4;0;41;4;34;10;23;7;0;0;10;11;163
;83115;Sainte-Maxime;3050;28;29;2427;1024;1284;1117;629;143;49;7;83;359;10229
;83116;Saint-Maximin-la-Sainte-Baume;2185;59;16;3484;743;2229;925;1170;306;37;6;173;349;11681
;83117;Saint-Paul-en-Forêt;231;2;1;278;99;201;138;133;48;1;1;24;58;1216
;83118;Saint-Raphaël;9174;64;87;5737;2582;3092;2754;1530;328;100;9;154;810;26421
;83119;Saint-Tropez;1210;7;29;834;373;299;407;168;28;23;4;30;208;3620
;83120;Saint-Zacharie;745;8;7;1076;233;659;271;333;66;17;1;50;98;3566
;83121;Salernes;539;8;7;608;187;479;334;287;101;15;0;85;185;2836
;83122;Les Salles-sur-Verdon;36;0;0;38;8;30;21;17;10;0;0;5;9;175
;83123;Sanary-sur-Mer;3938;38;34;2755;1234;1573;1274;771;157;35;4;116;395;12324
;83124;Seillans;377;2;2;405;164;270;241;186;48;4;0;50;113;1861
;83125;Seillons-Source-d'Argens;260;5;1;486;80;328;122;184;45;4;1;29;43;1589
;83126;La Seyne-sur-Mer;10365;132;40;8289;3383;5989;3877;3308;716;91;8;374;946;37517
;83127;Signes;404;8;4;715;127;367;177;240;71;7;0;40;67;2228
;83128;Sillans-la-Cascade;111;3;0;111;34;75;48;59;13;1;0;12;17;486
;83129;Six-Fours-les-Plages;7481;67;53;6016;2430;3707;2560;1835;403;80;10;265;722;25630
;83130;Solliès-Pont;1773;22;7;2091;579;1456;740;753;187;26;1;96;229;7960
;83131;Solliès-Toucas;878;13;3;1049;271;715;329;349;92;11;2;47;121;3879
;83132;Solliès-Ville;468;5;4;464;149;304;164;132;28;13;0;19;43;1794
;83133;Tanneron;259;5;3;277;117;170;108;95;24;2;0;22;50;1133
;83134;Taradeau;273;4;2;330;96;215;108;122;29;7;1;11;42;1241
;83135;Tavernes;131;2;1;250;50;149;91;129;28;5;0;35;31;903
;83136;Le Thoronet;322;5;2;453;118;281;180;195;52;6;1;30;76;1721
;83137;Toulon;22725;259;112;17608;8224;13669;9290;7456;1686;228;10;836;2294;84396
;83138;Tourrettes;474;7;9;563;174;334;258;239;70;11;1;42;108;2290
;83139;Tourtour;121;0;1;113;40;76;60;51;11;2;0;9;22;506
;83140;Tourves;542;13;1;859;195;637;312;421;102;21;0;73;138;3314
;83141;Trans-en-Provence;1165;20;5;1302;301;676;404;364;83;11;1;61;121;4513
;83142;Trigance;14;1;0;21;9;20;13;16;7;0;0;6;8;114
;83143;Le Val;550;13;5;767;189;495;240;296;92;6;2;52;94;2801
;83144;La Valette-du-Var;5188;42;31;4249;1443;2223;1392;1093;245;62;2;129;347;16445
;83145;Varages;111;1;0;195;41;160;82;112;31;1;0;34;31;798
;83146;La Verdière;199;6;2;308;63;201;90;144;54;3;0;45;51;1166
;83147;Vérignon;1;0;0;0;0;0;0;2;2;0;0;1;0;6
;83148;Vidauban;1431;31;8;1963;464;1367;648;781;196;19;2;125;267;7303
;83149;Villecroze;186;3;1;253;71;155;109;106;21;0;0;30;59;994
;83150;Vinon-sur-Verdon;480;5;4;841;172;530;228;260;66;9;1;53;82;2732
;83151;Vins-sur-Caramy;96;2;0;140;39;93;53;48;15;1;0;18;14;518
;83152;Rayol-Canadel-sur-Mer;167;0;1;143;60;73;71;54;13;4;2;12;40;640
;83153;Saint-Mandrier-sur-Mer;911;9;8;641;323;442;407;232;53;7;0;43;101;3176
;83154;Saint-Antonin-du-Var;94;0;3;132;48;91;60;49;21;2;0;10;46;556
;ND;ND;150;0;3;182;42;78;35;33;7;5;0;7;6;548
;Total département;;177245;2062;1292;170597;58099;108185;68645;59985;14683;2360;224;9285;22831;695492
Vaucluse;84001;Althen-des-Paluds;393;5;6;564;105;323;135;157;35;6;0;19;51;1800
;84002;Ansouis;125;5;4;188;45;147;75;80;18;3;0;15;31;737
;84003;Apt;1269;36;11;1451;422;1188;683;769;250;21;7;182;308;6596
;84004;Aubignan;671;14;5;1034;186;670;273;372;86;10;1;70;110;3501
;84005;Aurel;16;0;0;33;7;21;10;19;3;0;0;2;13;125
;84006;Auribeau;6;1;0;9;3;3;3;1;1;0;0;1;3;31
;84007;Avignon;11321;192;106;13638;3537;9347;4305;5779;1382;223;27;807;1148;51812
;84008;Le Barroux;105;3;2;110;23;72;36;42;8;1;0;10;14;426
;84009;La Bastide-des-Jourdans;166;7;0;292;52;175;84;88;25;5;0;28;36;958
;84010;La Bastidonne;127;3;1;164;33;102;48;41;16;6;0;10;12;564
;84011;Le Beaucet;47;2;3;56;17;45;35;27;5;1;0;3;14;255
;84012;Beaumes-de-Venise;300;4;2;431;100;286;113;173;43;3;0;22;49;1526
;84013;Beaumettes;35;1;1;52;11;28;18;13;8;1;0;3;12;183
;84014;Beaumont-de-Pertuis;97;3;2;196;48;144;82;103;20;1;0;21;27;744
;84015;Beaumont-du-Ventoux;22;2;0;50;9;41;14;23;8;0;0;4;15;188
;84016;Bédarrides;707;7;3;954;210;628;266;348;87;10;2;48;98;3366
;84017;Bédoin;449;8;1;570;129;368;206;209;62;7;0;61;137;2207
;84018;Blauvac;57;2;0;79;19;61;26;42;16;0;0;11;18;330
;84019;Bollène;1536;34;14;2494;431;1736;656;1116;343;25;2;186;254;8826
;84020;Bonnieux;185;4;4;259;83;148;110;113;33;5;0;28;72;1045
;84021;Brantes;10;0;0;11;2;5;9;3;3;0;0;2;4;49
;84022;Buisson;31;0;0;52;18;40;13;26;4;1;0;4;9;198
;84023;Buoux;14;2;1;15;5;12;4;9;3;0;0;8;6;79
;84024;Cabrières-d'Aigues;113;1;0;187;37;110;51;53;18;6;1;7;20;604
;84025;Cabrières-d'Avignon;303;1;1;348;79;228;109;95;29;9;1;18;71;1292
;84026;Cadenet;534;11;5;707;199;468;242;269;72;7;0;46;115;2676
;84027;Caderousse;274;5;3;507;115;316;129;196;44;6;1;29;72;1696
;84028;Cairanne;117;5;2;226;42;149;55;83;18;2;1;12;45;755
;84029;Camaret-sur-Aigues;555;11;4;901;169;547;263;310;81;4;2;55;126;3027
;84030;Caromb;427;9;3;643;130;389;175;238;67;2;2;42;103;2231
;84031;Carpentras;3449;69;19;4279;1061;3220;1425;2086;589;72;6;395;519;17189
;84032;Caseneuve;60;1;0;75;33;50;28;43;12;0;0;18;19;339
;84033;Castellet-en-Luberon;2;2;0;12;2;14;10;17;8;0;0;7;4;77
;84034;Caumont-sur-Durance;733;3;3;959;206;543;253;315;62;15;2;44;100;3238
;84035;Cavaillon;3532;35;38;5001;889;2907;1232;1938;620;70;6;374;480;17122
;84036;Châteauneuf-de-Gadagne;611;9;4;656;182;346;187;181;40;8;1;29;78;2334
;84037;Châteauneuf-du-Pape;271;4;3;429;70;230;79;143;25;2;1;27;43;1328
;84038;Cheval-Blanc;620;8;2;907;160;528;256;252;74;8;3;46;112;2977
;84039;Courthézon;648;13;3;1010;213;739;295;422;98;9;1;59;112;3622
;84040;Crestet;48;0;0;85;27;56;30;39;11;0;0;7;16;318
;84041;Crillon-le-Brave;59;1;1;95;32;64;31;37;6;3;1;7;29;366
;84042;Cucuron;220;3;3;341;92;217;139;131;36;2;0;31;64;1281
;84043;Entraigues-sur-la-Sorgue;1086;19;5;1564;356;1026;466;526;125;12;3;61;133;5382
;84044;Entrechaux;136;3;0;169;42;133;81;90;31;0;0;22;59;767
;84045;Faucon;58;2;0;78;17;38;16;30;13;0;0;6;15;273
;84046;Flassan;56;3;0;84;15;62;20;38;9;1;0;9;13;311
;84047;Gargas;461;7;3;551;134;363;198;212;53;4;3;39;103;2132
;84048;Gignac;9;0;0;9;2;3;2;5;5;1;0;0;1;37
;84049;Gigondas;61;0;1;125;24;46;30;42;19;1;1;13;27;391
;84050;Gordes;395;5;11;393;109;204;147;139;51;8;0;31;127;1619
;84051;Goult;198;1;1;222;55;123;80;76;23;1;0;20;35;836
;84052;Grambois;146;3;0;214;65;129;88;93;20;2;0;22;33;816
;84053;Grillon;207;5;1;299;65;225;98;135;39;5;0;37;61;1176
;84054;L'Isle-sur-la-Sorgue;3061;40;21;3303;870;2121;1083;1154;293;34;6;207;434;12627
;84055;Jonquerettes;300;3;2;309;63;155;77;73;14;3;1;16;26;1042
;84056;Jonquières;525;9;3;889;214;626;263;339;87;8;1;70;114;3147
;84057;Joucas;53;1;0;55;25;48;23;14;6;3;0;6;22;256
;84058;Lacoste;62;1;0;70;29;46;38;30;14;1;0;10;24;326
;84059;Lafare;12;1;0;22;8;16;6;9;4;0;0;0;3;81
;84060;Lagarde-d'Apt;6;1;1;0;1;5;3;2;2;0;0;1;1;23
;84061;Lagarde-Paréol;36;0;0;89;15;40;18;17;6;2;0;5;9;238
;84062;Lagnes;296;2;2;330;75;190;92;78;34;10;0;15;49;1174
;84063;Lamotte-du-Rhône;40;0;0;74;11;49;22;34;7;0;0;9;8;255
;84064;Lapalud;351;5;0;629;124;471;166;298;78;7;1;38;70;2239
;84065;Lauris;538;6;5;688;176;439;236;253;65;8;1;37;95;2548
;84066;Lioux;44;2;0;48;4;28;15;17;9;2;0;7;15;191
;84067;Loriol-du-Comtat;312;4;1;463;97;312;131;162;48;4;1;41;72;1649
;84068;Lourmarin;183;0;0;185;80;137;114;65;16;4;0;16;46;847
;84069;Malaucène;305;7;1;405;112;347;183;222;67;2;2;47;106;1806
;84070;Malemort-du-Comtat;179;1;1;306;68;232;93;119;32;3;1;30;64;1130
;84071;Maubec;356;8;1;443;76;239;115;113;29;11;0;18;45;1455
;84072;Mazan;773;16;8;1191;258;715;380;446;113;17;1;84;177;4177
;84073;Ménerbes;144;0;5;206;50;104;84;74;16;2;1;16;37;740
;84074;Mérindol;258;6;3;390;95;266;112;162;37;7;1;35;41;1413
;84075;Méthamis;41;1;0;70;17;66;25;30;11;2;1;9;12;286
;84076;Mirabeau;150;4;4;237;63;154;79;77;21;3;0;19;22;833
;84077;Modène;68;1;0;85;13;42;23;26;7;1;1;8;13;289
;84078;Mondragon;359;9;4;693;115;468;176;328;78;10;3;61;99;2402
;84079;Monieux;30;0;0;45;12;32;14;27;9;1;0;10;12;192
;84080;Monteux;1440;23;12;2203;443;1411;561;822;198;16;3;144;233;7508
;84081;Morières-lès-Avignon;1400;24;9;1567;426;949;450;447;104;9;4;54;129;5574
;84082;Mormoiron;208;4;2;300;73;236;112;153;45;2;0;41;52;1227
;84083;Mornas;273;13;2;496;81;310;122;185;51;4;2;26;57;1621
;84084;La Motte-d'Aigues;150;2;2;258;56;190;67;80;18;7;0;12;38;882
;84085;Murs;66;4;1;63;23;37;28;19;14;2;0;4;21;281
;84086;Oppède;216;3;4;237;60;162;95;73;22;1;0;18;56;947
;84087;Orange;3967;68;39;5109;1118;3389;1517;2064;541;86;7;289;557;18751
;84088;Pernes-les-Fontaines;1701;25;20;2256;439;1286;597;706;176;23;1;128;295;7652
;84089;Pertuis;2819;39;28;3661;861;2443;1117;1265;310;34;5;163;369;13114
;84090;Peypin-d'Aigues;70;2;1;115;27;77;44;59;13;2;0;15;8;433
;84091;Piolenc;555;9;5;1004;209;662;272;374;95;8;0;52;115;3359
;84092;Le Pontet;2076;28;25;2579;676;1904;805;1142;275;20;0;127;211;9869
;84093;Puget;125;0;5;155;39;80;58;30;12;1;0;10;37;552
;84094;Puyméras;69;0;0;105;27;62;30;39;14;3;0;9;26;384
;84095;Puyvert;125;2;3;153;39;101;60;37;20;5;2;24;30;601
;84096;Rasteau;95;2;2;163;33;88;39;56;16;2;0;7;15;517
;84097;Richerenches;70;1;0;141;21;82;27;44;17;1;0;13;15;433
;84098;Roaix;73;4;0;122;24;77;40;53;19;2;0;10;17;440
;84099;Robion;700;15;5;826;190;506;265;253;67;7;1;47;126;3009
;84100;La Roque-Alric;6;2;1;13;2;5;6;8;2;0;0;0;6;51
;84101;La Roque-sur-Pernes;67;0;0;75;17;55;29;22;11;1;0;8;15;300
;84102;Roussillon;229;6;0;236;75;166;121;76;28;6;2;18;72;1034
;84103;Rustrel;78;3;0;112;45;79;54;53;14;0;1;17;27;483
;84104;Sablet;158;5;1;274;50;157;68;84;22;7;1;24;50;902
;84105;Saignon;135;0;1;178;44;113;90;74;27;1;1;17;40;721
;84106;Sainte-Cécile-les-Vignes;318;4;4;500;75;302;104;169;40;4;1;33;47;1600
;84107;Saint-Christol;58;1;0;147;29;108;47;67;22;1;0;13;17;510
;84108;Saint-Didier;349;3;3;390;101;228;117;106;35;7;2;16;41;1398
;84109;Saint-Hippolyte-le-Graveyron;16;0;0;28;13;26;18;10;4;1;0;2;10;127
;84110;Saint-Léger-du-Ventoux;0;0;0;7;3;2;2;5;3;0;0;1;1;24
;84111;Saint-Marcellin-lès-Vaison;50;0;0;69;12;23;20;26;5;3;0;7;21;236
;84112;Saint-Martin-de-Castillon;82;2;0;96;30;85;62;50;25;1;1;26;31;491
;84113;Saint-Martin-de-la-Brasque;84;3;2;136;29;111;64;56;19;1;0;9;26;541
;84114;Saint-Pantaléon;26;1;0;36;8;22;8;14;4;0;0;3;9;132
;84115;Saint-Pierre-de-Vassols;73;1;0;90;12;64;32;36;13;2;0;5;17;345
;84116;Saint-Romain-en-Viennois;119;1;0;168;46;106;30;53;22;1;1;10;21;578
;84117;Saint-Roman-de-Malegarde;35;0;0;69;11;36;16;29;11;0;0;3;9;220
;84118;Saint-Saturnin-lès-Apt;462;9;2;568;138;351;235;193;53;6;2;46;128;2195
;84119;Saint-Saturnin-lès-Avignon;850;11;7;947;237;505;233;234;51;12;1;27;92;3206
;84120;Saint-Trinit;14;0;0;19;5;24;7;7;2;0;0;6;5;90
;84121;Sannes;29;1;0;51;3;32;10;13;7;1;0;6;3;157
;84122;Sarrians;623;16;7;1017;209;742;308;429;142;11;2;74;148;3730
;84123;Sault;107;3;2;221;48;141;87;96;33;1;0;34;77;849
;84124;Saumane-de-Vaucluse;133;2;0;205;36;75;56;58;14;3;0;8;35;624
;84125;Savoillan;8;0;0;18;3;6;3;9;2;0;0;2;4;56
;84126;Séguret;97;2;3;150;39;115;45;58;18;2;1;9;25;563
;84127;Sérignan-du-Comtat;351;12;1;507;128;344;135;184;48;5;0;33;72;1821
;84128;Sivergues;3;0;0;8;1;0;5;1;1;1;1;1;0;23
;84129;Sorgues;2127;42;13;3001;700;2306;888;1433;370;24;4;163;323;11395
;84130;Suzette;21;1;0;10;3;18;10;14;4;0;0;3;4;89
;84131;Taillades;369;5;5;413;76;203;113;100;19;8;0;18;57;1385
;84132;Le Thor;1188;20;7;1668;378;976;440;528;135;39;3;77;172;5631
;84133;La Tour-d'Aigues;590;11;2;848;179;548;226;303;64;12;0;58;83;2923
;84134;Travaillan;66;1;1;125;17;72;38;58;11;2;0;10;22;422
;84135;Uchaux;219;3;3;371;60;205;94;103;31;5;1;21;43;1161
;84136;Vacqueyras;148;2;0;245;37;142;71;87;31;2;0;16;44;825
;84137;Vaison-la-Romaine;858;10;2;1000;271;710;367;394;129;10;2;92;157;4002
;84138;Valréas;1041;20;2;1438;294;1103;494;830;258;8;3;199;257;5947
;84139;Fontaine-de-Vaucluse;88;4;0;85;29;81;53;33;11;1;0;5;20;409
;84140;Vaugines;90;3;2;83;22;62;35;50;17;0;0;13;18;395
;84141;Vedène;1699;31;10;2792;477;1383;582;647;130;22;0;73;195;8043
;84142;Velleron;413;5;3;571;164;367;181;199;47;7;2;39;85;2084
;84143;Venasque;154;2;3;174;59;116;78;62;14;3;0;25;25;716
;84144;Viens;66;2;1;71;23;79;39;61;17;1;1;19;25;405
;84145;Villars;102;3;0;110;40;92;72;50;20;4;1;20;51;565
;84146;Villedieu;67;2;1;85;25;55;25;38;16;2;0;3;21;341
;84147;Villelaure;442;13;1;619;132;424;184;225;60;8;0;38;73;2219
;84148;Villes-sur-Auzon;127;4;0;200;45;150;82;106;46;1;0;28;47;837
;84149;Violès;145;2;2;308;71;220;92;123;34;1;0;24;48;1070
;84150;Visan;211;5;3;371;77;240;123;160;47;3;1;35;60;1335
;84151;Vitrolles-en-Lubéron;31;1;0;38;6;18;8;16;2;1;0;4;6;131
;ND;ND;79;1;0;102;16;63;19;22;1;1;0;4;5;313
;Total département;;72658;1255;604;97585;22311;64121;29625;37716;10081;1210;159;6516;12091;355932
Provence-Alpes-Côte d Azur;;;745851;9842;6068;785351;241773;482760;271835;260392;62038;13012;918;37428;89722;3006992
